CUSIP,Security Description,Ticker,Coupon,Maturity,Price,Current Face (m),Market Value,Market Value %,Yield to Worst,Duration,Spread Duration,OAS,WAL to Maturity,Structure,MSCI ESG Rating,Fitch Rating,Moody's Rating,S&P Rating,Barclays Sub Sector,Barclays Industry,Barclays Sub Industry,Country Name,Custom DxS(O),KRD Contribution 3M,KRD Contribution 1Y,KRD Contribution 2Y,KRD Contribution 3Y,KRD Contribution 5Y,KRD Contribution 7Y,KRD Contribution 10Y,KRD Contribution 15Y,KRD Contribution 20Y,KRD Contribution 25Y,KRD Contribution 30Y,KRD Contribution 40Y,KRD Contribution 50Y
BRW3RR4U0,GRENKE FINANCE PUBLIC LIMITED COMP MTN RegS,GLJGR,3.95,1752019200000000000,99.208876,449250.0,460047.3262496722,3.440040062149993e-05,4.635618880310433,1.133039014776477,1.151781413436123,125.46236419207695,1.191256830601093,SENIOR,A,BBB,,BBB,Financial Institutions,Finance Companies,Finance Companies,Germany,1.4450521916218801,2.5847634894920615e-07,3.0887579580183025e-05,7.830940098968169e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3T8WH8,REPSOL INTERNATIONAL FINANCE BV MTN RegS,REPSM,2.0,1765756800000000000,97.362946,750000.0,735836.8490983606,5.502277908535901e-05,3.695646190138135,1.548796549203778,1.568595561167183,50.84301314417447,1.62568306010929,SENIOR,A,BBB+,Baa1,BBB+,Industrial,Energy,Integrated Energy,Spain,0.7975212473431681,3.264742235221706e-07,3.384358277176254e-05,5.104903337972113e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3T9438,REPSOL INTERNATIONAL FINANCE BV MTN RegS,REPSM,2.625,1902441600000000000,95.320079,750000.0,715709.6678424658,5.351775327806073e-05,3.508640242576688,5.437925211640827,5.495417586161224,89.82952959744874,5.958904109589041,SENIOR,A,BBB+,Baa1,BBB+,Industrial,Energy,Integrated Energy,Spain,4.9365077670641,5.413290991137793e-08,1.3679668012000442e-06,2.676194516482729e-06,6.386157853923213e-06,0.00015966134996994619,0.00012087973776967641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3T9RZ2,NATURGY FINANCE BV MTN RegS,NTGYSM,1.25,1768435200000000000,95.816127,1000000.0,961781.488579235,7.191796719521054e-05,3.820414306428543,1.665585672479942,1.69008037006422,66.81108560060734,1.710382513661202,SENIOR,AAA,BBB+,NR,BBB,Utility,Natural Gas,Natural Gas,Spain,1.1291610427626673,2.3535625771825875e-07,3.425935317518521e-05,8.529082632132169e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VEZV8,AKZO NOBEL NV MTN RegS,AKZANA,1.625,1902355200000000000,89.002908,750000.0,668056.0565753425,4.9954417018693804e-05,3.716987030276031,5.605646797379314,5.669208462421188,111.5193154178486,5.956164383561643,SENIOR,AAA,WD,Baa2,BBB,Industrial,Basic Industry,Chemicals,Netherlands,6.322262466902849,3.628358669541825e-08,8.440004055072031e-07,1.649158143248832e-06,3.915602339658527e-06,0.00014798302020191745,0.00012559875309876422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VF7V6,CYPRUS (REPUBLIC OF)       RegS,CYPRUS,1.5,1807833600000000000,95.475783,1250000.0,1194166.465582192,8.929473660823669e-05,3.122740752941211,2.874754412581811,2.914780420440935,30.975902449114386,2.961643835616439,SENIOR,BBB,BBB,Baa2,BBB,Treasury,Treasury,Treasury,Cyprus,0.9028795396416701,4.7386594361048676e-08,1.3107201728070599e-06,9.735483539115092e-06,0.00024560684777857585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VF8P8,CYPRUS (REPUBLIC OF)       RegS,CYPRUS,2.25,2533680000000000000,74.314936,500000.0,372006.18684931507,2.781705518346574e-05,3.828424324230095,18.52236512821752,18.76412280000898,108.99898436660091,25.96164383561644,SENIOR,BBB,BBB,Baa2,BBB,Treasury,Treasury,Treasury,Cyprus,20.452703277311585,2.8312667278349926e-08,7.828110471632575e-07,1.5271723573525857e-06,3.642170539772921e-06,6.916480192970402e-06,1.1644216820991902e-05,2.380152759341692e-05,3.500124276829445e-05,3.865086379844018e-05,0.0003211541894555387,7.208866565870851e-05,0.0,0.0
BRW3VFW22,SSE PLC MTN RegS,SSELN,1.75,1902528000000000000,89.601637,500000.0,448343.80143835617,3.3525260349574e-05,3.727112997435156,5.588015745171647,5.650885034183425,112.5253527549474,5.961643835616439,SENIOR,AAA,A-,Baa1,BBB+,Utility,Electric,Electric,United Kingdom,6.358678318491429,2.1962955603653798e-08,6.071801686960063e-07,1.1841288439745696e-06,2.822608320603089e-06,9.902055585381733e-05,8.368324655170356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VFW97,IRELAND (GOVERNMENT)       RegS,IRISH,0.2,1810339200000000000,92.264073,7750500.0,7165792.690979755,0.0005358277839583363,2.894045185360028,2.990660170204782,3.032019333581875,10.07374194670495,3.040983606557377,SENIOR,A,AA-,Aa3,AA,Treasury,Treasury,Treasury,Ireland,0.3054378034392412,5.96824027859833e-08,1.0901692856839345e-06,3.0171190994435605e-06,0.0015529951486281145,4.531669215726095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VG3X4,EDP -  ENERGIAS DE PORTUGAL SA MTN RegS,EDPPL,1.625,1807747200000000000,94.446167,750000.0,708847.1086643836,5.300460001850531e-05,3.638333179007236,2.837425020797747,2.871181923127715,79.97649670512538,2.958904109589041,SENIOR,AAA,BBB,Baa2,BBB,Utility,Electric,Electric,Portugal,2.296270716148393,3.35163375816337e-08,8.469885037660878e-07,1.0845470095261607e-05,0.00013867060337327436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VGM70,TOYOTA FINANCE AUSTRALIA LTD MTN RegS,TOYOTA,2.28,1824076800000000000,95.911317,500000.0,485536.9128688525,3.630640450706615e-05,3.548128174262599,3.295413402993461,3.340153460545178,78.79429706705176,3.475409836065574,SENIOR,A,NR,A1,A+,Industrial,Consumer Cyclical,Automotive,Australia,2.631850440197377,2.707180570513906e-07,7.276270175088235e-07,1.5472311868327946e-06,8.886497490507066e-05,2.823406086062432e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VGPR3,VEOLIA ENVIRONNEMENT SA MTN RegS,VIEFP,1.25,1839369600000000000,91.798198,700000.0,642946.975041096,4.807686570009922e-05,3.504582783052057,3.814451743045195,3.859331082142745,78.91604251249751,3.958904109589041,SENIOR,A,BBB,Baa1,BBB,Utility,Other Utility,Other Utility,France,3.045631357481799,2.4080427077239732e-08,6.085358604418997e-07,1.1916669347729193e-06,9.581918852894393e-05,8.574341241865722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VGQK7,SLOVENIA (REPUBLIC OF)     RegS,SLOREP,0.875,1910304000000000000,88.3241,1143737.0,1018125.0089872186,7.613109824470693e-05,2.961324065481752,5.936954586136857,6.012029756866248,39.97623448936629,6.207650273224044,SENIOR,A,A,A3,AA-,Treasury,Treasury,Treasury,Slovenia,2.4033831131753294,1.5871532144234403e-07,6.682876116087219e-07,1.373098037475007e-06,3.306187376770885e-06,0.00017748888205931977,0.00026899170246493176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VGRP5,BOUYGUES SA       RegS,ENFP,1.125,1848009600000000000,91.435694,1000000.0,922994.2350819673,6.901761981097306e-05,3.326972477996204,4.035180507919727,4.08205772673009,64.71688553822653,4.23224043715847,SENIOR,AA,NR,A3,A-,Industrial,Capital Goods,Building Materials,France,2.641780626612244,1.9787471491976672e-07,7.394697151266297e-07,1.5337222910495342e-06,0.00010973767766073338,0.0001662898097824236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VH1L0,SOCIETE NATIONALE SNCF SA MTN RegS,SNCF,0.625,1902614400000000000,85.944957,1600000.0,1375475.4763835617,0.00010285226048018295,3.255660704886343,5.788670335389069,5.861980491127274,68.22553515249552,5.964383561643835,SENIOR,A,AA-,Aa3,AA-,Non - Corporate,Foreign Agencies,Foreign Agencies,France,3.9993675606064683,2.2885520622614605e-08,6.985152359215562e-07,1.3560047744029626e-06,3.2930134282219752e-06,0.0003048740731167428,0.0002851333370934326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VHF19,SYNGENTA FINANCE NV MTN RegS,SYNNVX,3.375,1776297600000000000,98.138324,900000.0,884409.9844931506,6.61324521288653e-05,4.384641320411498,1.821165180340745,1.840854655599389,125.15543993193843,1.961643835616438,SENIOR,,BBB+,Baa3,BBB,Non - Corporate,Foreign Agencies,Foreign Agencies,Switzerland,2.3039297427229855,7.628244978100692e-08,1.5269039522108245e-05,0.0001050927971357514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3VRW26,DEUTSCHE BAHN FINANCE GMBH MTN RegS,DBHNGR,1.375,2218147200000000000,73.182299,750000.0,549262.7904452055,4.10715571196334e-05,3.615633568577814,13.904912602927942,14.092950959386872,83.31748063878786,15.961643835616439,SENIOR,A,AA+,Aa1,AA-,Non - Corporate,Foreign Agencies,Foreign Agencies,Germany,11.741891687021026,2.5997227810207158e-08,7.188898864040611e-07,1.4059103901908881e-06,3.364558122033857e-06,6.416119215205352e-06,1.0864702443834932e-05,2.2395330098740854e-05,0.00042730386973404566,9.860103509639942e-05,0.0,0.0,0.0,0.0
BRW3WNJ60,SLOVAK REPUBLIC (GOVERNMENT) RegS,SLOVGB,1.0,1917734400000000000,86.335075,3000000.0,2606773.5614754097,0.00019492354313917104,3.396496180899677,6.140490411578638,6.218043957262497,82.3934484965979,6.442622950819672,SENIOR,BBB,A-,A2,A+,Treasury,Treasury,Treasury,Slovak Republic,5.123260845422894,7.069695796683485e-07,1.9195253028126117e-06,4.07634617593457e-06,9.771310663743257e-06,0.00033337881226002227,0.0008470731836548335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3X81L8,CAPGEMINI SE      RegS,CAPFP,1.625,1776211200000000000,96.402617,800000.0,771755.1825753426,5.770860071883643e-05,3.558036347015392,1.886715863922378,1.911305297484174,48.403878034306366,1.958904109589041,SENIOR,A,NR,NR,BBB+,Industrial,Technology,Technology,France,0.9251458850574761,3.586754247706486e-08,7.2181253506410636e-06,0.00010162573956787289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3X8260,CAPGEMINI SE      RegS,CAPFP,2.0,1870905600000000000,93.724189,1000000.0,938063.8078082192,7.014445896294447e-05,3.39615159886717,4.643798321623924,4.69354993409854,75.30606994958615,4.958904109589041,SENIOR,A,NR,NR,BBB+,Industrial,Technology,Technology,France,3.534527996491001,5.5049520753557024e-08,1.3912398677416477e-06,2.7258017208569514e-06,2.050591765523714e-05,0.0003010587120387505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3X8500,CAPGEMINI SE      RegS,CAPFP,2.375,1965600000000000000,91.6816,1200000.0,1101350.4328767122,8.235434476812866e-05,3.595129934721153,7.16589023703666,7.245316904755001,100.15105675128359,7.95890410958904,SENIOR,A,NR,NR,BBB+,Industrial,Technology,Technology,France,7.256261445091525,7.830438429725205e-08,1.9786790421432606e-06,3.8669295422060086e-06,9.21411647129446e-06,1.758780765440359e-05,0.0003934445508920795,0.00016397180716506014,0.0,0.0,0.0,0.0,0.0,0.0
BRW3X8G40,JAB HOLDINGS BV   RegS,JABHOL,2.5,1807920000000000000,96.395519,500000.0,482422.80047945207,3.607354430407562e-05,3.808259822265136,2.854312696402742,2.894086288711588,96.37880624469486,2.964383561643836,SENIOR,BB,NR,Baa1,BBB+,Industrial,Consumer Non-Cyclical,Consumer Products,Luxembourg,2.7892858167516215,2.8455584366114368e-08,8.684124586078432e-07,3.7025472576349024e-06,9.8365760210761e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3X8LR3,JAB HOLDINGS BV   RegS,JABHOL,3.375,2060380800000000000,92.170925,500000.0,461455.6523972603,3.450570931675463e-05,4.284485542630834,9.137599606228262,9.255881253473325,160.8109312838892,10.964383561643835,SENIOR,BB,NR,Baa1,BBB+,Industrial,Consumer Non-Cyclical,Consumer Products,Luxembourg,14.88446884224137,3.828743140109838e-08,1.1680865455802378e-06,2.2473942338782546e-06,5.3886720400663345e-06,1.0083440012013577e-05,1.678047647355157e-05,0.00022818577737197105,5.140722175694185e-05,0.0,0.0,0.0,0.0,0.0
BRW3X9HZ8,LONZA FINANCE INTERNATIONAL NV/SA RegS,LONNVX,1.625,1808265600000000000,94.464486,500000.0,472522.7724657534,3.533326192353967e-05,3.620673183050727,2.853067321104486,2.886924708440332,78.51767481489281,2.975342465753425,SENIOR,AAA,NR,NR,BBB+,Industrial,Consumer Non-Cyclical,Healthcare,Switzerland,2.2667461547239727,9.028537202885458e-09,5.712456135175165e-07,5.786602348739434e-06,9.444129844261661e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW3XXVZ9,AGENCE FRANCAISE DE DEVELOPPEMENT MTN RegS,AGFRNC,0.5,1905897600000000000,85.029465,1500000.0,1282429.6799180328,9.589468787422104e-05,3.258721165148626,5.881977993863143,5.956374083486212,68.52788281921589,6.068306010928962,SENIOR,AAA,AA-,NR,AA,Non - Corporate,Foreign Agencies,Foreign Agencies,France,4.081777052205576,4.6316812656481295e-08,5.235512028572694e-07,1.02551066864831e-06,2.4596479294903823e-06,0.0002585421517939548,0.0003014532653969357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW40YDC2,GERMANY (FEDERAL REPUBLIC OF) RegS,DBR,,1826236800000000000,90.997948,22000000.0,20019548.56,0.0014969774878157173,2.697733617408771,3.496227872637607,0.0,-1.851981139143738,3.543715846994536,SENIOR,AA,AAA,Aaa,AAA,Treasury,Treasury,Treasury,Germany,0.0,0.0,0.0,0.0,0.0037820500590878075,0.0014517243585245273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW417E62,BNP PARIBAS SA MTN RegS,BNP,1.125,1871078400000000000,89.827074,1250000.0,1123339.2811643835,8.399857819182376e-05,3.947090440775702,3.781567506100425,4.083809460097815,120.4693977794986,4.964383561643835,SRBN,AA,A+,Baa1,A-,Financial Institutions,Banking,Banking,France,4.919740663042032,1.9476507637435648e-07,1.6557222950090103e-06,3.2487053763081073e-06,0.00016167243582275722,0.00015120014337396877,-3.2547809558093876e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW417HR3,LA POSTE SA MTN RegS,FRPTT,0.625,1792540800000000000,93.013391,875000.0,816736.0237090164,6.107207848949225e-05,3.625586249141954,2.420583693950403,2.455430707518256,70.21973773449571,2.475409836065574,SENIOR,A,A+,NR,A+,Non - Corporate,Foreign Agencies,Foreign Agencies,France,1.7241970030715918,1.2983691538375517e-07,3.491597635253315e-07,7.584549279241792e-05,7.150558787599712e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW417JD2,LA POSTE SA MTN RegS,FRPTT,1.375,1966118400000000000,85.075402,1150000.0,978757.020260274,7.318732592695498e-05,3.557105962284779,7.475401306764881,7.569691238586314,97.92220940207422,7.975342465753425,SENIOR,A,A+,NR,A+,Non - Corporate,Foreign Agencies,Foreign Agencies,France,7.412408905738956,1.757648316373747e-08,1.112484077755253e-06,2.149699118678159e-06,5.127665400198421e-06,9.750939461935515e-06,0.0003580322158065774,0.00017091405152467798,0.0,0.0,0.0,0.0,0.0,0.0
BRW41NAR5,FRANCE (REPUBLIC OF)       RegS,FRTR,,1771977600000000000,94.453556,45590000.0,43061376.1804,0.003219948269224247,3.180670807595837,1.795305737498484,1.822816331405911,8.812638134716906,1.822404371584699,SENIOR,A,AA-,Aa2,AA,Treasury,Treasury,Treasury,France,0.16063820714732502,0.0,0.0009603797536088881,0.004820411848577716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW42J805,GIVAUDAN FINANCE EUROPE BV RegS,GIVNVX,1.0,1808352000000000000,93.303726,500000.0,466628.2190410959,3.48924920554783e-05,3.402230138279227,2.8870466176035,2.923196758244845,58.08431562612159,2.978082191780822,SENIOR,AAA,NR,NR,A-,Industrial,Basic Industry,Chemicals,Switzerland,1.6979188314314901,5.5682121790674415e-09,3.5047774152908426e-07,3.77718495824284e-06,9.660302025657463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW42J8M7,GREECE REPUBLIC OF (GOVERNMENT),GGB,2.0,1808352000000000000,97.590934,3924361.0,3831540.821267357,0.0002865064782002347,2.855083263297042,2.877287437661841,2.917334166045598,5.068393708218193,2.978082191780822,SENIOR,BBB,BBB-,Ba1,BBB-,Treasury,Treasury,Treasury,Greece,0.14786198131955477,8.779804001497817e-08,5.530171467396854e-06,2.0789986778670904e-05,0.0007979535342481884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW42JGA4,GIVAUDAN FINANCE EUROPE BV RegS,GIVNVX,1.625,1966204800000000000,86.738561,500000.0,433870.88719178084,3.244303680465853e-05,3.563893504984583,7.381330617284751,7.465674307059495,97.92722472641995,7.978082191780823,SENIOR,AAA,NR,NR,A-,Industrial,Basic Industry,Chemicals,Switzerland,7.310927656016747,9.0144778899547e-09,5.675214444020997e-07,1.1026679736112412e-06,2.630489344984456e-06,5.012448717518898e-06,0.000158596298620422,7.155434030509336e-05,0.0,0.0,0.0,0.0,0.0,0.0
BRW43KW79,CASSA DEPOSITI E PRESTITI SPA MTN RegS,CDEP,2.0,1808179200000000000,95.160913,500000.0,476078.5376027397,3.559914705806582e-05,3.750275076332721,2.871166252200189,2.911142470090642,91.6668551684905,2.972602739726027,SENIOR,,BBB,NR,BBB,Non - Corporate,Foreign Agencies,Foreign Agencies,Italy,2.6685527518064056,1.1092994725163003e-08,7.056886795304568e-07,3.118484585343874e-06,9.837580338063073e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW441M22,TELSTRA CORPORATION LTD    RegS,TLSAU,1.0,1903132800000000000,86.652961,500000.0,433360.6954109589,3.240488681301061e-05,3.513060643811472,5.727479253792725,5.794275938710181,92.62768412833715,5.980821917808218,SENIOR,AA,NR,A2,A-,Industrial,Communications,Wirelines,Australia,5.367103614032709,4.3846395520044035e-09,3.499611147032229e-07,6.796418459851659e-07,1.6256294103863115e-06,9.534206349511235e-05,8.759663643728068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW442N37,INTERNATIONAL BANK FOR RECONSTRUCT,IBRD,0.01,1840147200000000000,88.719457,3000000.0,2661588.64150685,0.00019902238385747955,3.060998902046741,3.930877514585907,3.98296977034788,37.92759501534887,3.983561643835616,SENIOR,AAA,AAA,Aaa,AAA,Non - Corporate,Supranational,Supranational,Supranational,1.510644644081315,1.9368747561444344e-10,2.111793892198448e-08,4.087541814596773e-08,0.00039326426208566924,0.00038900616447443874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW46ZUX8,JCDECAUX SE       RegS,DECFP,2.625,1840147200000000000,95.654262,599900.0,574088.7786969042,4.2927939915388634e-05,3.821517767015248,3.713584261485458,3.753003406019716,108.3198525989047,3.983561643835616,SENIOR,AAA,NR,Baa3,BBB-,Industrial,Communications,Media and Entertainment,France,4.06524775743243,1.0102102702727904e-08,1.1008873497374384e-06,2.1162535301908134e-06,8.542778558521002e-05,7.07614934799396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW470223,SODEXO SA         RegS,SWFP,1.0,1871942400000000000,89.595619,800000.0,716830.7054246576,5.360157974490172e-05,3.294422583300172,4.797589892676481,4.852803701215444,67.237913265176,4.991780821917808,SENIOR,A,BBB+,NR,BBB+,Industrial,Consumer Cyclical,Consumer Cyclical Services,France,3.262923943552491,6.108486510661632e-09,5.626736668322906e-07,1.094656330308907e-06,6.202543818770974e-06,0.0002489898186224875,3.025962907225425e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW470512,ELIA TRANSMISSION BELGIUM NV MTN RegS,ELIATB,0.875,1903564800000000000,85.136592,800000.0,681131.0921643835,5.093211308763971e-05,3.683506538720427,5.767040947232414,5.835573751898854,109.1381899545408,5.994520547945205,SENIOR,AA,NR,NR,BBB+,Utility,Electric,Electric,Belgium,6.368839566284696,5.339098194772148e-09,4.901959661594979e-07,9.484231896656385e-07,2.2649686969437043e-06,0.00014774286751887536,0.00014227578723565118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW479CW7,BRANDENBURG (STATE OF)     RegS,BRABUR,0.01,1808784000000000000,91.114834,550000.0,501132.0390547946,3.747254233230394e-05,3.169687734481252,2.948726839129454,2.989626601878546,36.56800583718106,2.991780821917808,SENIOR,AA,NR,Aaa,NR,Non - Corporate,Foreign Local Government,Foreign Local Government,Germany,1.0932468302848646,4.1928392748067385e-11,3.874322990993274e-09,2.0722993934999706e-07,0.00011013331844529506,1.518266696504819e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW48EGW1,LUXEMBOURG (GRAND DUCHY OF) RegS,LGB,,1903564800000000000,83.754118,1000000.0,837541.18,6.262780041322829e-05,3.001615136011049,5.920580823516747,5.995427798178167,43.88792058729564,5.994520547945205,SENIOR,AA,AAA,Aaa,AAA,Treasury,Treasury,Treasury,Luxembourg,2.6312685909330815,0.0,0.0,0.0,0.0,0.00018420497436512733,0.00018658797978046628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW49BXJ6,ITALY (REPUBLIC OF),BTPS,1.85,1751328000000000000,98.117118,17236385.0,17016967.21680188,0.0012724571065178157,3.538132121178154,1.135387884927068,1.154221267608068,19.011234939329253,1.17032967032967,SENIOR,BBB,BBB,Baa3,BBB,Treasury,Treasury,Treasury,Italy,0.21943171690467403,5.305629023841397e-06,0.0011815060800509885,0.0002579206737548495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW49V2P2,BREMEN (STATE OF) RegS,BREMEN,0.125,1903651200000000000,84.366361,750000.0,632750.2759931507,4.7314399509662495e-05,3.013418338358775,5.900236584994382,5.974848366263367,45.09579056560577,5.997260273972603,SENIOR,A,AAA,NR,NR,Non - Corporate,Foreign Local Government,Foreign Local Government,Germany,2.6944051058626455,7.103244175452824e-10,6.607324729077366e-08,1.2867295385747326e-07,3.0921449662811935e-07,0.00013864646283246964,0.00014001501712928736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW49VYN2,SPAIN (KINGDOM OF),SPGB,1.25,1919635200000000000,89.267706,27096437.0,24356795.024124295,0.0018212985031694417,3.096694665623567,6.152890630283564,6.230615756160802,53.28620331974564,6.502732240437158,SENIOR,BBB,A-,Baa1,A,Treasury,Treasury,Treasury,Spain,3.320058579899952,8.0576765211376e-06,2.1728981938862096e-05,4.602774412662192e-05,0.00011186222954285467,0.0028107317269024656,0.008207842136068797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4AJB28,NETFLIX INC       RegS,NFLX,3.0,1749945600000000000,99.130529,470000.0,471200.9863,3.523442432348546e-05,3.794357368125389,1.008250895189992,1.020040576788947,40.00354267106917,1.125,SENIOR,BB,NR,Baa2,BBB+,Industrial,Communications,Media and Entertainment,United States,0.4080523673979865,1.5861330824041852e-06,3.0665526013971725e-05,3.273480769282339e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4B8650,CAISSE DE REFINANCEMENT DE L HABIT MTN RegS,CRH,0.125,1809043200000000000,90.87244,1250000.0,1135905.5,8.493822708787677e-05,3.375172708632124,2.95328385238618,2.994233272564447,56.5670548590825,3.0,SECURED,AAA,AAA,Aaa,NR,European Collateralized,Mortgages Other,Mortgages Other,France,1.693749577900432,1.4841730762539564e-09,1.0978789514652486e-07,6.179365152138769e-07,0.0002487442121369247,1.373273788575584e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4B8F76,APA INFRASTRUCTURE LTD MTN RegS,APAAU,2.0,1910304000000000000,89.489806,600000.0,546447.0327213114,4.086100662139516e-05,3.94041144508912,5.67360392634085,5.73700409963209,133.33873195965273,6.207650273224044,SENIOR,AAA,NR,Baa2,BBB,Utility,Natural Gas,Natural Gas,Australia,7.649648518922721,1.899795780099356e-07,7.924864632156066e-07,1.6151822722269158e-06,3.839862282759817e-06,9.544928583044845e-05,0.00012994237117472631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4B8H90,HUNGARY (REPUBLIC OF)      RegS,REPHUN,1.125,1777334400000000000,94.923744,1000000.0,949299.0838356165,7.098458556380171e-05,3.816372811918534,1.95184525912169,1.981303422471118,75.19545984501242,1.994520547945206,SENIOR,BBB,BBB,Baa2,BBB-,Non - Corporate,Sovereign,Sovereign,Hungary,1.4898502194521261,8.582077487711195e-09,1.0266977370850258e-06,0.00013674969730435765,7.659496844939411e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4B8J15,FIRMENICH PRODUCTIONS PARTICIPATIO RegS,FIRMEN,1.75,1903737600000000000,90.201282,750000.0,676509.615,5.0586538498142744e-05,3.594627769284076,5.623069145929492,5.685758073413034,99.74419703406045,6.0,SENIOR,AAA,NR,NR,A-,Industrial,Basic Industry,Chemicals,Switzerland,5.671213735625096,1.2482448454693517e-08,9.196082286609715e-07,1.781739326986696e-06,4.2533685415800235e-06,0.00014581527708090026,0.00013166912820169823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4B8JR8,HUNGARY (REPUBLIC OF)      RegS,REPHUN,1.625,1966723200000000000,80.881815,1000000.0,808907.1910958905,6.048667137391207e-05,4.528505788843917,7.0515121854824,7.503630916207079,191.1338276186033,7.994520547945206,SENIOR,BBB,BBB,Baa2,BBB-,Non - Corporate,Sovereign,Sovereign,Hungary,14.341976980519462,1.1821907730368466e-08,1.078595016362615e-06,2.068566575170772e-06,4.87987975331331e-06,9.086761951030313e-06,0.00027503307881390527,0.00013436379623489776,0.0,0.0,0.0,0.0,0.0,0.0
BRW4B9X09,NORDIC INVESTMENT BANK     RegS,NIB,,1809043200000000000,91.255822,1000000.0,912558.22,6.823725857588383e-05,3.097105605711969,2.957163542737521,2.99815966773106,29.66252184400911,3.0,SENIOR,AAA,NR,Aaa,AAA,Non - Corporate,Supranational,Supranational,Supranational,0.8893297663589966,0.0,0.0,3.260879475822805e-07,0.00020035650118568657,1.1061441836880715e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4CFH02,FIRMENICH PRODUCTIONS PARTICIPATIO RegS,FIRMEN,1.375,1793318400000000000,94.823086,750000.0,716329.395,5.356409386364568e-05,3.573846455522145,2.399056075541701,2.428988051132272,64.89498323009215,2.5,SENIOR,AAA,NR,NR,A-,Industrial,Basic Industry,Chemicals,Switzerland,1.5762913884432301,2.448385821053054e-07,6.590397532864317e-07,6.580868384560811e-05,6.17907026334653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRW4CJMF5,DEUTSCHE WOHNEN SE         RegS,DWNIGY,1.5,1903737600000000000,85.946156,587300.0,504761.77418800007,3.77439586314706e-05,4.198267526120514,5.673694491194492,5.740789194496022,158.44746846214068,6.0,SENIOR,AA,NR,Baa1,BBB+,Financial Institutions,Other Financial Institutions,Other Financial Institutions,Germany,9.096135148427065,8.372745345637804e-09,6.137643503200659e-07,1.182172116554944e-06,2.7988783806198883e-06,0.00010745407858511349,0.00010209042398529354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
